"","Valor_credito","Casa_propia","Cuentas_morosas","salario","Sexo","Hijos","carro","Estado_civil","Devuelve_credito"
"9742",75010,"No","No",9052,"Masculino",5,"No","Soltero","Si"
"9743",47698,"Si","Si",6936,"Femenino",3,"No","Viudo","No"
"9744",84682,"No","Si",10353,"Masculino",6,"Si","Soltero","Si"
"9745",80123,"Si","Si",6645,"Femenino",5,"No","Casado","Si"
"9746",60946,"No","Si",5924,"Masculino",3,"No","Separado","Si"
"9747",32172,"Si","Si",4224,"Masculino",1,"Si","Divorciado","No"
"9748",38512,"Si","No",3242,"Masculino",5,"No","Casado","Si"
"9749",91038,"Si","No",8890,"Masculino",4,"Si","Casado","Si"
"9750",27953,"Si","No",5392,"Femenino",7,"Si","Soltero","No"
"9751",20949,"Si","No",3026,"Femenino",8,"No","Separado","Si"
"9752",99082,"Si","Si",4062,"Masculino",0,"No","Divorciado","No"
"9753",19754,"Si","No",6868,"Masculino",5,"Si","Viudo","Si"
"9754",53416,"No","Si",2948,"Masculino",7,"Si","Casado","Si"
"9755",24606,"No","No",4928,"Femenino",6,"No","Soltero","No"
"9756",39711,"No","Si",3082,"Femenino",6,"Si","Viudo","Si"
"9757",79523,"Si","No",10892,"Femenino",5,"Si","Casado","No"
"9758",102701,"Si","No",4295,"Masculino",8,"Si","Viudo","Si"
"9759",48213,"Si","No",7807,"Masculino",6,"No","Separado","No"
"9760",18627,"Si","Si",8100,"Femenino",6,"No","Casado","Si"
"9761",54086,"No","Si",7198,"Femenino",2,"Si","Casado","Si"
"9762",47132,"Si","Si",6513,"Masculino",7,"Si","Soltero","No"
"9763",60412,"No","No",2182,"Masculino",0,"No","Casado","No"
"9764",18185,"Si","Si",1853,"Masculino",8,"Si","Viudo","Si"
"9765",64378,"Si","Si",8626,"Femenino",7,"Si","Viudo","No"
"9766",68870,"Si","Si",9797,"Femenino",8,"Si","Soltero","Si"
"9767",64928,"Si","No",3738,"Masculino",2,"No","Divorciado","No"
"9768",26283,"Si","No",7830,"Femenino",2,"Si","Viudo","Si"
"9769",69071,"Si","Si",8152,"Femenino",7,"No","Casado","Si"
"9770",76549,"Si","Si",3576,"Femenino",3,"No","Separado","No"
"9771",22037,"No","No",1649,"Femenino",6,"No","Casado","No"
"9772",83874,"No","Si",2372,"Masculino",4,"Si","Separado","No"
"9773",100917,"No","Si",5051,"Femenino",7,"Si","Casado","Si"
"9774",18797,"No","Si",4642,"Masculino",1,"No","Viudo","No"
"9775",22068,"No","Si",4901,"Masculino",5,"No","Soltero","Si"
"9776",27032,"Si","No",6066,"Femenino",6,"Si","Separado","Si"
"9777",67027,"Si","No",5304,"Masculino",7,"No","Viudo","Si"
"9778",65557,"No","Si",9355,"Femenino",0,"Si","Casado","Si"
"9779",88111,"No","No",4032,"Femenino",7,"Si","Divorciado","No"
"9780",89132,"Si","Si",6282,"Femenino",7,"No","Soltero","Si"
"9781",94863,"Si","No",8675,"Masculino",2,"No","Viudo","No"
"9782",73957,"Si","No",4230,"Masculino",8,"Si","Casado","Si"
"9783",88856,"No","Si",10944,"Femenino",0,"No","Casado","Si"
"9784",53904,"No","Si",3469,"Femenino",4,"No","Divorciado","No"
"9785",24398,"Si","No",6291,"Masculino",6,"No","Casado","No"
"9786",101588,"Si","Si",2245,"Masculino",0,"Si","Divorciado","No"
"9787",67103,"Si","Si",3419,"Femenino",1,"No","Viudo","No"
"9788",29073,"Si","No",4791,"Masculino",5,"Si","Soltero","No"
"9789",43893,"No","No",6787,"Masculino",6,"No","Divorciado","Si"
"9790",93217,"No","Si",4085,"Femenino",2,"Si","Separado","No"
"9791",54915,"Si","Si",6085,"Femenino",8,"No","Divorciado","Si"
"9792",30609,"No","Si",3947,"Masculino",5,"Si","Casado","No"
"9793",33122,"No","Si",9371,"Femenino",7,"No","Soltero","No"
"9794",86323,"Si","No",8596,"Masculino",0,"No","Soltero","No"
"9795",46695,"Si","Si",2954,"Femenino",3,"No","Casado","Si"
"9796",103281,"No","Si",6856,"Femenino",3,"No","Casado","Si"
"9797",44322,"No","No",6050,"Masculino",4,"No","Separado","No"
"9798",94020,"No","Si",10471,"Femenino",5,"No","Casado","Si"
"9799",18905,"No","Si",4762,"Femenino",7,"Si","Soltero","Si"
"9800",96791,"No","Si",9752,"Masculino",7,"Si","Casado","Si"
"9801",19640,"Si","No",5424,"Masculino",7,"Si","Divorciado","Si"
"9802",104725,"No","No",1814,"Masculino",6,"No","Divorciado","No"
"9803",91055,"No","Si",9232,"Femenino",0,"Si","Soltero","No"
"9804",65013,"Si","No",9802,"Masculino",4,"Si","Divorciado","Si"
"9805",93024,"Si","Si",1999,"Masculino",4,"No","Separado","No"
"9806",28326,"Si","No",5812,"Masculino",3,"Si","Casado","No"
"9807",85067,"No","No",2681,"Femenino",0,"Si","Soltero","No"
"9808",85306,"No","No",10167,"Femenino",2,"Si","Soltero","Si"
"9809",59438,"Si","No",1283,"Masculino",2,"No","Viudo","No"
"9810",94868,"No","No",6998,"Masculino",3,"No","Casado","Si"
"9811",20609,"Si","Si",10280,"Femenino",2,"Si","Casado","No"
"9812",85736,"Si","Si",9017,"Masculino",5,"Si","Casado","No"
"9813",51068,"Si","No",6840,"Masculino",3,"Si","Divorciado","No"
"9814",53581,"Si","Si",8347,"Femenino",3,"No","Casado","No"
"9815",75485,"No","No",9026,"Femenino",8,"No","Viudo","Si"
"9816",66021,"Si","Si",10032,"Femenino",0,"Si","Casado","No"
"9817",84754,"Si","No",6504,"Masculino",1,"No","Casado","Si"
"9818",26402,"Si","Si",7362,"Masculino",4,"No","Separado","Si"
"9819",75218,"No","No",6006,"Masculino",3,"No","Viudo","No"
"9820",56386,"No","No",10783,"Masculino",4,"Si","Soltero","Si"
"9821",78561,"Si","No",1365,"Femenino",2,"No","Soltero","Si"
"9822",47178,"No","No",1652,"Masculino",3,"Si","Divorciado","No"
"9823",33880,"Si","Si",3342,"Femenino",7,"No","Soltero","Si"
"9824",47664,"No","No",9170,"Femenino",3,"Si","Viudo","Si"
"9825",76024,"Si","Si",9486,"Masculino",2,"No","Viudo","No"
"9826",55796,"Si","No",8888,"Femenino",6,"Si","Separado","No"
"9827",30114,"Si","Si",4168,"Femenino",2,"Si","Viudo","Si"
"9828",99513,"No","Si",7272,"Masculino",0,"Si","Viudo","Si"
"9829",92779,"Si","Si",2456,"Masculino",6,"No","Casado","No"
"9830",24142,"Si","Si",1494,"Femenino",4,"Si","Divorciado","No"
"9831",24572,"Si","No",8734,"Masculino",2,"No","Viudo","Si"
"9832",44215,"Si","No",7043,"Femenino",1,"Si","Separado","No"
"9833",90446,"No","No",9691,"Masculino",2,"Si","Casado","No"
"9834",52132,"No","No",8363,"Masculino",2,"No","Viudo","No"
"9835",39468,"Si","No",7339,"Masculino",5,"No","Separado","Si"
"9836",59476,"Si","Si",9199,"Femenino",5,"No","Divorciado","Si"
"9837",28024,"No","Si",9581,"Masculino",6,"Si","Casado","Si"
"9838",18324,"Si","Si",10533,"Masculino",0,"No","Divorciado","No"
"9839",56717,"Si","Si",3205,"Femenino",5,"No","Casado","Si"
"9840",52162,"Si","Si",7687,"Femenino",6,"Si","Divorciado","Si"
"9841",104152,"Si","No",6890,"Femenino",0,"No","Separado","Si"
"9842",72615,"Si","No",4576,"Femenino",5,"No","Separado","No"
"9843",65068,"No","No",1813,"Femenino",0,"Si","Viudo","Si"
"9844",88226,"Si","No",3805,"Femenino",2,"No","Viudo","No"
"9845",33073,"Si","Si",2681,"Femenino",7,"Si","Separado","No"
"9846",99898,"No","No",7410,"Masculino",8,"Si","Separado","Si"
"9847",25532,"No","No",3372,"Masculino",0,"Si","Separado","Si"
"9848",36425,"No","Si",3016,"Femenino",1,"No","Casado","No"
"9849",66531,"Si","No",1397,"Masculino",0,"Si","Separado","No"
"9850",17896,"Si","No",8863,"Masculino",4,"No","Divorciado","Si"
"9851",18201,"Si","Si",10575,"Masculino",5,"No","Casado","Si"
"9852",41878,"No","No",9989,"Masculino",0,"Si","Divorciado","Si"
"9853",55262,"Si","Si",5640,"Masculino",5,"No","Separado","No"
"9854",53059,"No","Si",3460,"Masculino",5,"Si","Casado","No"
"9855",74550,"Si","No",4144,"Femenino",6,"Si","Casado","No"
"9856",94171,"Si","Si",5623,"Femenino",8,"Si","Divorciado","Si"
"9857",18219,"Si","Si",6946,"Masculino",6,"No","Separado","Si"
"9858",26301,"No","Si",2820,"Masculino",1,"Si","Soltero","No"
"9859",70570,"No","No",9659,"Femenino",1,"Si","Viudo","No"
"9860",83947,"Si","No",2656,"Femenino",4,"No","Separado","No"
"9861",45036,"Si","No",8562,"Femenino",3,"Si","Divorciado","Si"
"9862",64504,"No","No",2549,"Masculino",6,"Si","Separado","No"
"9863",57480,"Si","No",2866,"Masculino",6,"Si","Divorciado","No"
"9864",64605,"Si","Si",6449,"Masculino",5,"No","Divorciado","Si"
"9865",53699,"Si","Si",6308,"Femenino",6,"No","Viudo","No"
"9866",40686,"Si","Si",8623,"Masculino",6,"Si","Divorciado","No"
"9867",68551,"No","Si",4392,"Masculino",8,"Si","Divorciado","Si"
"9868",88828,"No","No",4081,"Femenino",1,"No","Casado","Si"
"9869",90985,"No","Si",8563,"Masculino",7,"No","Divorciado","Si"
"9870",69170,"Si","No",3238,"Femenino",6,"Si","Viudo","Si"
"9871",61615,"No","No",9162,"Femenino",6,"Si","Separado","No"
"9872",50839,"Si","No",10403,"Masculino",5,"Si","Separado","Si"
"9873",32219,"Si","No",3359,"Masculino",1,"Si","Divorciado","Si"
"9874",91926,"No","No",8742,"Femenino",8,"Si","Separado","Si"
"9875",64448,"Si","Si",10333,"Femenino",7,"No","Soltero","No"
"9876",23261,"Si","No",2352,"Masculino",4,"No","Viudo","No"
"9877",96220,"Si","Si",3333,"Femenino",5,"Si","Soltero","No"
"9878",93335,"Si","No",4468,"Masculino",0,"No","Soltero","No"
"9879",60226,"Si","Si",2384,"Masculino",8,"Si","Casado","No"
"9880",51391,"No","No",8241,"Femenino",8,"Si","Casado","No"
"9881",93663,"No","Si",7339,"Masculino",4,"No","Divorciado","No"
"9882",78113,"Si","No",9187,"Masculino",2,"No","Casado","No"
"9883",52999,"Si","No",10243,"Femenino",8,"No","Divorciado","Si"
"9884",36679,"Si","Si",5737,"Masculino",4,"No","Soltero","No"
"9885",96192,"Si","Si",1209,"Masculino",6,"Si","Separado","Si"
"9886",62951,"Si","No",6242,"Masculino",6,"Si","Soltero","Si"
"9887",70373,"Si","Si",8010,"Masculino",6,"No","Soltero","No"
"9888",34248,"Si","No",9620,"Femenino",7,"No","Soltero","No"
"9889",18077,"Si","Si",4350,"Masculino",7,"Si","Separado","Si"
"9890",30691,"No","Si",10373,"Masculino",6,"Si","Casado","No"
"9891",71721,"No","Si",5692,"Femenino",4,"Si","Soltero","Si"
"9892",57937,"No","Si",10658,"Femenino",0,"No","Soltero","No"
"9893",64386,"No","Si",7441,"Masculino",4,"Si","Soltero","Si"
"9894",47118,"Si","Si",5753,"Masculino",7,"Si","Divorciado","Si"
"9895",85008,"Si","No",7767,"Femenino",5,"Si","Viudo","Si"
"9896",54645,"No","Si",1593,"Femenino",8,"No","Separado","Si"
"9897",43877,"No","No",6261,"Femenino",8,"No","Viudo","Si"
"9898",18944,"Si","No",9969,"Femenino",8,"Si","Casado","Si"
"9899",102748,"Si","No",4993,"Femenino",0,"No","Viudo","Si"
"9900",40283,"Si","No",10567,"Masculino",4,"No","Separado","Si"
"9901",66194,"Si","Si",2575,"Masculino",3,"No","Casado","No"
"9902",42617,"Si","Si",1463,"Femenino",5,"No","Separado","Si"
"9903",100235,"No","No",9709,"Masculino",2,"Si","Separado","Si"
"9904",39456,"No","No",9557,"Masculino",1,"No","Divorciado","Si"
"9905",48992,"Si","Si",6974,"Femenino",3,"Si","Soltero","Si"
"9906",18774,"No","Si",7138,"Femenino",8,"Si","Divorciado","No"
"9907",32702,"Si","Si",5821,"Masculino",8,"Si","Casado","No"
"9908",54217,"No","Si",2821,"Masculino",8,"No","Viudo","No"
"9909",42969,"Si","No",7592,"Masculino",5,"Si","Separado","No"
"9910",42644,"No","Si",1299,"Femenino",6,"No","Divorciado","Si"
"9911",97624,"Si","Si",10470,"Femenino",3,"No","Soltero","No"
"9912",95386,"No","No",10087,"Masculino",8,"Si","Soltero","No"
"9913",97354,"Si","Si",2089,"Masculino",3,"Si","Casado","Si"
"9914",103417,"Si","No",8371,"Masculino",8,"No","Casado","No"
"9915",20000,"Si","No",6104,"Masculino",8,"Si","Divorciado","No"
"9916",100711,"No","No",6075,"Masculino",7,"No","Separado","No"
"9917",64433,"No","Si",10394,"Femenino",1,"No","Casado","No"
"9918",55777,"No","Si",10974,"Masculino",4,"No","Separado","No"
"9919",92759,"Si","Si",4844,"Femenino",7,"No","Soltero","Si"
"9920",84126,"No","Si",2454,"Masculino",4,"Si","Divorciado","No"
"9921",95077,"No","Si",6854,"Masculino",0,"Si","Soltero","No"
"9922",40688,"Si","No",6897,"Femenino",6,"Si","Soltero","Si"
"9923",46898,"No","Si",9193,"Masculino",8,"No","Separado","Si"
"9924",22075,"No","Si",3456,"Masculino",8,"Si","Separado","No"
"9925",57012,"Si","No",2904,"Femenino",7,"No","Viudo","No"
"9926",46947,"No","Si",4463,"Masculino",6,"Si","Separado","Si"
"9927",61109,"No","Si",5808,"Masculino",0,"Si","Divorciado","Si"
"9928",50366,"No","Si",1389,"Femenino",0,"No","Viudo","No"
"9929",95416,"No","No",8670,"Masculino",3,"Si","Viudo","Si"
"9930",99684,"No","No",7366,"Masculino",5,"Si","Casado","Si"
"9931",41574,"No","No",10239,"Masculino",6,"Si","Viudo","Si"
"9932",43949,"No","No",5739,"Femenino",1,"No","Viudo","No"
"9933",42072,"Si","Si",4950,"Masculino",1,"Si","Casado","Si"
"9934",86401,"Si","No",9471,"Femenino",2,"No","Viudo","Si"
"9935",32882,"No","No",2719,"Femenino",7,"Si","Soltero","No"
"9936",84627,"No","Si",4970,"Masculino",7,"No","Viudo","Si"
"9937",83705,"No","No",2962,"Masculino",0,"No","Soltero","Si"
"9938",25519,"Si","No",2519,"Masculino",6,"No","Soltero","Si"
"9939",44196,"No","No",7896,"Femenino",7,"Si","Viudo","Si"
"9940",27526,"Si","No",6601,"Masculino",0,"Si","Casado","No"
"9941",82769,"No","Si",7680,"Masculino",8,"Si","Soltero","Si"
"9942",59843,"Si","Si",1775,"Masculino",6,"Si","Viudo","No"
"9943",89060,"Si","No",5316,"Masculino",7,"No","Viudo","No"
"9944",32993,"Si","No",6318,"Femenino",8,"Si","Viudo","Si"
"9945",53113,"No","Si",1674,"Masculino",3,"Si","Soltero","Si"
"9946",31816,"Si","Si",1796,"Masculino",3,"No","Viudo","No"
"9947",56008,"Si","Si",7069,"Masculino",7,"No","Viudo","No"
"9948",82758,"Si","Si",8016,"Femenino",5,"Si","Viudo","No"
"9949",27335,"Si","No",6782,"Femenino",1,"Si","Separado","No"
"9950",55517,"No","Si",5312,"Femenino",2,"Si","Casado","Si"
"9951",46268,"No","No",6943,"Femenino",8,"No","Viudo","Si"
"9952",41722,"No","Si",4615,"Femenino",1,"No","Separado","No"
"9953",93540,"Si","Si",6064,"Femenino",4,"Si","Separado","Si"
"9954",98136,"No","Si",6700,"Femenino",1,"Si","Divorciado","Si"
"9955",101976,"No","No",3414,"Masculino",1,"Si","Viudo","Si"
"9956",70207,"No","No",10366,"Masculino",7,"No","Casado","No"
"9957",84456,"Si","Si",7116,"Femenino",2,"Si","Separado","Si"
"9958",80475,"No","Si",8318,"Masculino",5,"No","Casado","Si"
"9959",62172,"Si","Si",10644,"Femenino",8,"Si","Soltero","Si"
"9960",36057,"Si","Si",6145,"Femenino",4,"Si","Divorciado","No"
"9961",39851,"Si","No",10840,"Femenino",2,"Si","Soltero","No"
"9962",26334,"No","No",7581,"Masculino",0,"No","Casado","No"
"9963",69462,"Si","Si",4891,"Femenino",7,"No","Casado","Si"
"9964",91799,"No","No",2841,"Masculino",6,"Si","Separado","Si"
"9965",31283,"Si","Si",3683,"Masculino",3,"Si","Viudo","No"
"9966",37078,"No","No",8269,"Femenino",1,"No","Soltero","No"
"9967",70629,"No","No",1510,"Masculino",5,"No","Casado","No"
"9968",93563,"No","No",1229,"Femenino",8,"No","Casado","No"
"9969",31776,"No","Si",10931,"Masculino",1,"Si","Divorciado","No"
"9970",57814,"No","Si",4017,"Femenino",7,"No","Divorciado","Si"
"9971",83073,"No","Si",2078,"Femenino",6,"No","Soltero","No"
"9972",47582,"No","Si",3843,"Masculino",1,"Si","Divorciado","Si"
"9973",50313,"No","No",3460,"Femenino",1,"No","Viudo","Si"
"9974",93847,"No","Si",5975,"Femenino",6,"No","Separado","No"
"9975",64278,"Si","Si",3127,"Femenino",6,"No","Viudo","Si"
"9976",64075,"No","Si",5043,"Femenino",1,"Si","Casado","No"
"9977",96771,"Si","No",8764,"Femenino",0,"Si","Soltero","Si"
"9978",17599,"Si","Si",1506,"Femenino",3,"No","Casado","No"
"9979",97888,"No","Si",1778,"Masculino",1,"Si","Soltero","No"
"9980",78927,"Si","Si",6836,"Femenino",8,"No","Divorciado","No"
"9981",99800,"No","Si",10988,"Masculino",6,"Si","Soltero","Si"
"9982",29555,"Si","No",10789,"Femenino",3,"Si","Divorciado","No"
"9983",46744,"No","Si",8736,"Masculino",5,"No","Separado","Si"
"9984",43927,"Si","Si",2621,"Femenino",0,"Si","Casado","Si"
"9985",76237,"Si","No",8486,"Femenino",2,"Si","Divorciado","No"
"9986",90276,"Si","No",4622,"Masculino",4,"Si","Viudo","Si"
"9987",63704,"Si","Si",6474,"Femenino",3,"No","Soltero","Si"
"9988",35132,"Si","No",6816,"Femenino",0,"No","Divorciado","Si"
"9989",84793,"No","Si",7297,"Femenino",6,"Si","Separado","No"
"9990",48661,"Si","Si",8821,"Femenino",8,"No","Soltero","Si"
"9991",72722,"Si","Si",4902,"Femenino",6,"No","Separado","No"
"9992",73743,"No","No",8527,"Femenino",5,"Si","Casado","Si"
"9993",23368,"Si","Si",8452,"Femenino",2,"Si","Casado","Si"
"9994",47522,"Si","Si",3222,"Masculino",8,"No","Soltero","No"
"9995",42872,"Si","No",3229,"Masculino",7,"Si","Casado","No"
"9996",102544,"Si","No",3853,"Femenino",3,"No","Viudo","No"
"9997",62803,"Si","Si",9287,"Masculino",8,"Si","Separado","Si"
"9998",86835,"Si","No",4412,"Masculino",2,"Si","Casado","No"
"9999",21565,"Si","No",4139,"Femenino",1,"Si","Separado","No"
"10000",49087,"No","No",5273,"Femenino",5,"No","Soltero","Si"
"10001",77962,"No","Si",6606,"Masculino",4,"Si","Soltero","No"
"10002",77247,"No","Si",9343,"Masculino",1,"Si","Soltero","No"
"10003",101483,"No","No",4119,"Femenino",0,"Si","Divorciado","Si"
"10004",103815,"Si","No",6331,"Femenino",2,"No","Divorciado","Si"
"10005",40046,"Si","Si",6007,"Masculino",3,"No","Viudo","No"
"10006",99413,"No","No",9352,"Femenino",8,"No","Casado","Si"
"10007",76958,"No","Si",6566,"Femenino",3,"Si","Separado","No"
"10008",101779,"No","Si",3932,"Masculino",5,"Si","Separado","No"
"10009",87322,"No","No",1893,"Femenino",0,"No","Soltero","Si"
"10010",41364,"Si","Si",5179,"Femenino",1,"No","Casado","No"
"10011",46413,"No","No",5796,"Femenino",1,"Si","Divorciado","Si"
"10012",86949,"Si","No",2795,"Femenino",4,"Si","Divorciado","No"
"10013",84846,"Si","Si",5486,"Masculino",2,"Si","Soltero","No"
"10014",73662,"No","No",5155,"Femenino",2,"No","Soltero","Si"
"10015",88347,"Si","Si",6497,"Masculino",0,"Si","Separado","Si"
"10016",31349,"Si","Si",4801,"Femenino",3,"No","Divorciado","Si"
"10017",75837,"Si","Si",5173,"Masculino",4,"No","Divorciado","No"
"10018",34568,"No","Si",10533,"Femenino",5,"No","Soltero","No"
"10019",63211,"No","Si",4298,"Masculino",8,"Si","Separado","No"
"10020",37023,"Si","Si",9190,"Masculino",4,"Si","Divorciado","Si"
"10021",74685,"No","Si",6849,"Femenino",8,"Si","Viudo","No"
"10022",24385,"No","Si",2150,"Masculino",0,"Si","Divorciado","Si"
"10023",60585,"Si","Si",10409,"Masculino",2,"No","Casado","No"
"10024",64458,"No","No",7397,"Masculino",5,"Si","Soltero","No"
"10025",22180,"Si","Si",2675,"Masculino",6,"No","Soltero","Si"
"10026",92656,"No","Si",5871,"Femenino",5,"No","Casado","No"
"10027",40967,"No","Si",6088,"Masculino",2,"Si","Soltero","No"
"10028",47620,"Si","No",1281,"Masculino",4,"Si","Soltero","No"
"10029",32073,"No","Si",2478,"Femenino",0,"Si","Separado","No"
"10030",35189,"Si","No",10652,"Masculino",3,"No","Casado","No"
"10031",28484,"Si","No",4407,"Masculino",3,"Si","Divorciado","Si"
"10032",101871,"No","No",9400,"Masculino",0,"No","Separado","No"
"10033",78311,"No","Si",5948,"Femenino",7,"Si","Divorciado","No"
"10034",90025,"Si","No",10886,"Femenino",1,"Si","Soltero","No"
"10035",23118,"No","Si",9720,"Femenino",7,"No","Separado","No"
"10036",69678,"No","No",2714,"Femenino",1,"Si","Separado","No"
"10037",19872,"No","Si",4415,"Femenino",3,"Si","Soltero","No"
"10038",46281,"Si","No",7371,"Masculino",5,"Si","Divorciado","Si"
"10039",65678,"No","No",7229,"Femenino",4,"No","Separado","Si"
"10040",104430,"No","Si",10434,"Masculino",2,"No","Soltero","No"
"10041",61845,"No","No",7139,"Masculino",7,"No","Viudo","Si"
"10042",81345,"Si","Si",8223,"Masculino",8,"Si","Soltero","No"
"10043",58759,"No","No",1621,"Femenino",6,"Si","Divorciado","No"
"10044",60272,"Si","Si",4233,"Femenino",8,"No","Casado","Si"
"10045",67581,"Si","Si",3297,"Masculino",6,"Si","Divorciado","Si"
"10046",86170,"No","Si",10765,"Femenino",3,"Si","Viudo","No"
"10047",76081,"Si","No",2750,"Femenino",3,"No","Soltero","Si"
"10048",86786,"No","Si",3906,"Masculino",0,"Si","Casado","Si"
"10049",105627,"No","Si",8126,"Masculino",2,"No","Viudo","Si"
"10050",41256,"No","Si",2398,"Masculino",0,"Si","Separado","Si"
"10051",42364,"No","Si",2837,"Masculino",4,"Si","Divorciado","Si"
"10052",98450,"Si","No",4370,"Masculino",2,"No","Soltero","Si"
"10053",44847,"Si","Si",4997,"Masculino",1,"No","Viudo","Si"
"10054",26641,"No","No",5054,"Masculino",5,"Si","Soltero","No"
"10055",43950,"Si","No",3520,"Masculino",4,"Si","Casado","No"
"10056",50346,"Si","No",6829,"Masculino",0,"Si","Divorciado","No"
"10057",85493,"Si","Si",10863,"Masculino",8,"No","Viudo","Si"
"10058",62682,"Si","No",10770,"Masculino",3,"No","Separado","No"
"10059",46032,"No","Si",3722,"Masculino",2,"No","Divorciado","Si"
"10060",48213,"No","Si",8550,"Femenino",7,"No","Divorciado","No"
"10061",74821,"No","No",2148,"Femenino",0,"No","Divorciado","Si"
"10062",35905,"Si","Si",2779,"Masculino",4,"Si","Divorciado","Si"
"10063",28173,"No","No",2581,"Masculino",0,"No","Separado","Si"
"10064",19846,"Si","Si",5033,"Masculino",5,"No","Soltero","Si"
"10065",67020,"No","Si",4217,"Masculino",3,"Si","Soltero","Si"
"10066",78721,"No","No",5910,"Masculino",5,"No","Viudo","Si"
"10067",26937,"No","Si",6591,"Femenino",2,"Si","Casado","No"
"10068",75061,"No","Si",2744,"Masculino",6,"No","Soltero","Si"
"10069",102544,"No","No",3116,"Femenino",4,"No","Separado","No"
"10070",37077,"No","Si",4688,"Masculino",1,"Si","Separado","No"
"10071",46455,"No","No",5622,"Femenino",7,"Si","Viudo","No"
"10072",31087,"No","No",10279,"Masculino",6,"No","Casado","No"
"10073",68612,"No","Si",4147,"Femenino",5,"Si","Viudo","Si"
"10074",70937,"Si","Si",4554,"Femenino",0,"No","Casado","No"
"10075",62577,"No","No",7366,"Masculino",0,"Si","Divorciado","Si"
"10076",17605,"Si","No",8398,"Femenino",1,"No","Separado","No"
"10077",90742,"Si","Si",2360,"Masculino",1,"Si","Divorciado","Si"
"10078",89695,"No","Si",4671,"Masculino",3,"No","Soltero","Si"
"10079",83582,"No","Si",10904,"Masculino",5,"No","Casado","Si"
"10080",96695,"Si","Si",10396,"Femenino",7,"No","Casado","No"
"10081",83834,"Si","Si",3203,"Femenino",7,"Si","Divorciado","No"
"10082",26863,"Si","Si",1725,"Masculino",2,"No","Casado","Si"
"10083",101648,"No","Si",3642,"Femenino",8,"Si","Divorciado","No"
"10084",103218,"Si","Si",2168,"Masculino",4,"Si","Viudo","No"
"10085",45391,"Si","Si",10052,"Masculino",7,"No","Soltero","Si"
"10086",62354,"Si","No",10342,"Femenino",4,"No","Viudo","No"
"10087",46318,"Si","Si",9327,"Femenino",8,"No","Viudo","Si"
"10088",51642,"No","No",2669,"Masculino",2,"Si","Divorciado","Si"
"10089",45245,"Si","No",4802,"Femenino",2,"No","Viudo","No"
"10090",34456,"No","Si",10157,"Masculino",3,"No","Separado","Si"
"10091",22620,"No","No",3862,"Femenino",1,"Si","Divorciado","Si"
"10092",78126,"No","No",1420,"Masculino",8,"Si","Divorciado","No"
"10093",101823,"Si","Si",4071,"Femenino",1,"Si","Casado","No"
"10094",32658,"No","Si",10688,"Masculino",1,"No","Viudo","Si"
"10095",22003,"Si","No",8731,"Masculino",5,"No","Viudo","Si"
"10096",43000,"No","Si",3035,"Masculino",6,"Si","Viudo","Si"
"10097",21218,"Si","No",9035,"Masculino",6,"No","Soltero","Si"
"10098",98990,"No","No",7533,"Masculino",7,"No","Viudo","No"
"10099",59074,"Si","Si",3971,"Masculino",3,"No","Casado","No"
"10100",87146,"No","Si",5315,"Femenino",3,"Si","Divorciado","No"
"10101",90949,"Si","Si",7021,"Femenino",3,"No","Soltero","Si"
"10102",75738,"Si","Si",8482,"Masculino",0,"Si","Casado","No"
"10103",86175,"No","Si",6802,"Masculino",6,"No","Separado","Si"
"10104",37960,"Si","Si",9542,"Masculino",0,"No","Casado","No"
"10105",50417,"No","No",8545,"Masculino",7,"No","Viudo","No"
"10106",36866,"No","Si",6709,"Masculino",2,"No","Casado","No"
"10107",61947,"No","No",6841,"Femenino",2,"No","Separado","Si"
"10108",27385,"Si","No",4644,"Masculino",7,"Si","Soltero","No"
"10109",44530,"Si","Si",4435,"Femenino",6,"Si","Soltero","No"
"10110",80068,"No","No",7435,"Femenino",1,"No","Divorciado","Si"
"10111",68901,"Si","No",2850,"Masculino",0,"No","Viudo","Si"
"10112",80313,"Si","No",10067,"Masculino",5,"No","Divorciado","Si"
"10113",99252,"Si","Si",1606,"Femenino",7,"Si","Casado","No"
"10114",94652,"No","No",4121,"Femenino",6,"No","Soltero","No"
"10115",42327,"Si","Si",1965,"Masculino",2,"Si","Viudo","Si"
"10116",39056,"No","No",6685,"Masculino",0,"Si","Soltero","Si"
"10117",37685,"Si","Si",7498,"Femenino",3,"No","Casado","No"
"10118",23282,"No","No",5556,"Masculino",4,"No","Divorciado","No"
"10119",71892,"Si","Si",9034,"Femenino",2,"Si","Soltero","No"
"10120",72476,"Si","Si",8542,"Masculino",3,"Si","Casado","No"
"10121",31021,"Si","No",8828,"Femenino",6,"No","Divorciado","Si"
"10122",66781,"No","Si",1567,"Masculino",4,"Si","Soltero","Si"
"10123",52596,"No","Si",9110,"Femenino",4,"No","Divorciado","Si"
"10124",75082,"Si","Si",3740,"Femenino",3,"No","Viudo","No"
"10125",89915,"No","No",2211,"Masculino",3,"No","Separado","Si"
"10126",38527,"No","No",1423,"Masculino",7,"No","Viudo","No"
"10127",81125,"No","Si",4102,"Femenino",6,"Si","Separado","Si"
"10128",60778,"Si","Si",3088,"Femenino",2,"No","Divorciado","No"
"10129",97974,"Si","Si",8418,"Femenino",4,"Si","Divorciado","No"
